room	room_header	state	entry_door	fx_list	selected_record	expected_type	actual_type	expected_base_y	actual_base_y	target_y	velocity	liquid_options	classification
$01/$12	9FE5	9FF2	default	82D0	none	None	None	0000	0000	0000	0000	00	None
$01/$12	9FE5	9FF2	8CBE	82D0	none	None	None	0000	0000	0000	0000	00	None
$01/$12	9FE5	9FF2	8F2E	82D0	none	None	None	0000	0000	0000	0000	00	None
$01/$13	A011	A01E	default	82D2	82D2	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$13	A011	A01E	8CFA	82D2	82D2	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$13	A011	A01E	8F22	82D2	82D2	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$13	A011	A01E	8F5E	82D2	82D2	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$13	A011	A01E	9012	82D2	82D2	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$14	A051	A05E	default	82E2	82E2	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$14	A051	A05E	8F3A	82E2	82E2	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$15	A07B	A088	default	82F2	none	None	None	0000	0000	0000	0000	00	None
$01/$15	A07B	A088	8DBA	82F2	none	None	None	0000	0000	0000	0000	00	None
$01/$16	A0A4	A0B1	default	82F4	82F4	Spores	Spores	FFFF	FFFF	FFFF	0000	00	NonLiquidFx
$01/$16	A0A4	A0B1	8D1E	82F4	82F4	Spores	Spores	FFFF	FFFF	FFFF	0000	00	NonLiquidFx
$01/$16	A0A4	A0B1	8E26	82F4	82F4	Spores	Spores	FFFF	FFFF	FFFF	0000	00	NonLiquidFx
$01/$17	A0D2	A0DF	default	8304	8304	Water	Water	00A8	00A8	FFFF	0000	03	VisibleWater
$01/$17	A0D2	A0DF	8E0E	8304	8304	Water	Water	00A8	00A8	FFFF	0000	03	VisibleWater
$01/$18	A107	A114	default	8314	8314	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$18	A107	A114	8EDA	8314	8314	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$19	A130	A13D	default	8324	8324	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$19	A130	A13D	8E1A	8324	8324	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$19	A130	A13D	8FCA	8324	8324	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$1A	A15B	A168	default	8334	none	None	None	0000	0000	0000	0000	00	None
$01/$1A	A15B	A168	8FBE	8334	none	None	None	0000	0000	0000	0000	00	None
$01/$1B	A184	A191	default	8336	none	None	None	0000	0000	0000	0000	00	None
$01/$1B	A184	A191	8DF6	8336	none	None	None	0000	0000	0000	0000	00	None
$01/$1C	A1AD	A1BA	default	8338	8338	Water	Water	00B0	00B0	FFFF	0000	83	VisibleWater
$01/$1C	A1AD	A1BA	8EF2	8338	8338	Water	Water	00B0	00B0	FFFF	0000	83	VisibleWater
$01/$1C	A1AD	A1BA	8FFA	8338	8338	Water	Water	00B0	00B0	FFFF	0000	83	VisibleWater
$01/$1D	A1D8	A1E5	default	8348	none	None	None	0000	0000	0000	0000	00	None
$01/$1D	A1D8	A1E5	8FEE	8348	none	None	None	0000	0000	0000	0000	00	None
$01/$1E	A201	A20E	default	834A	none	None	None	0000	0000	0000	0000	00	None
$01/$1E	A201	A20E	8D12	834A	none	None	None	0000	0000	0000	0000	00	None
$01/$1F	A22A	A237	default	834C	none	None	None	0000	0000	0000	0000	00	None
$01/$1F	A22A	A237	8F52	834C	none	None	None	0000	0000	0000	0000	00	None
$01/$20	A253	A260	default	834E	834E	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$20	A253	A260	8F0A	834E	834E	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$20	A253	A260	9066	834E	834E	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$20	A253	A260	907E	834E	834E	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$20	A253	A260	90F6	834E	834E	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$20	A253	A260	91FE	834E	834E	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$21	A293	A2A0	default	835E	835E	Fireflea	Fireflea	FFFF	FFFF	FFFF	0000	00	NonLiquidFx
$01/$21	A293	A2A0	9036	835E	835E	Fireflea	Fireflea	FFFF	FFFF	FFFF	0000	00	NonLiquidFx
$01/$21	A293	A2A0	9072	835E	835E	Fireflea	Fireflea	FFFF	FFFF	FFFF	0000	00	NonLiquidFx
$01/$22	A2CE	A2DB	default	836E	none	None	None	0000	0000	0000	0000	00	None
$01/$22	A2CE	A2DB	905A	836E	none	None	None	0000	0000	0000	0000	00	None
$01/$23	A2F7	A304	default	8370	8370	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$23	A2F7	A304	901E	8370	8370	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$23	A2F7	A304	90AE	8370	8370	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$24	A322	A32F	default	8380	8380	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$24	A322	A32F	8B02	8380	8380	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$24	A322	A32F	908A	8380	8380	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$24	A322	A32F	90DE	8380	8380	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$24	A322	A32F	90EA	8380	8380	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$24	A322	A32F	926A	8380	8380	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$24	A322	A32F	A480	8380	8380	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$25	A37C	A389	default	8390	8390	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$25	A37C	A389	90A2	8390	8390	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$26	A3AE	A3BB	default	83A0	83A0	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$26	A3AE	A3BB	9096	83A0	83A0	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$27	A3DD	A3EA	default	83B0	83B0	Water	Water	00BE	00BE	FFFF	0000	03	VisibleWater
$01/$27	A3DD	A3EA	9042	83B0	83B0	Water	Water	00BE	00BE	FFFF	0000	03	VisibleWater
$01/$27	A3DD	A3EA	910E	83B0	83B0	Water	Water	00BE	00BE	FFFF	0000	03	VisibleWater
$01/$28	A408	A415	default	83C0	83C0	Water	Water	01BE	01BE	FFFF	0000	03	VisibleWater
$01/$28	A408	A415	9102	83C0	83C0	Water	Water	01BE	01BE	FFFF	0000	03	VisibleWater
$01/$28	A408	A415	9132	83C0	83C0	Water	Water	01BE	01BE	FFFF	0000	03	VisibleWater
$01/$28	A408	A415	A36C	83C0	83C0	Water	Water	01BE	01BE	FFFF	0000	03	VisibleWater
$01/$29	A447	A454	default	83D0	none	None	None	0000	0000	0000	0000	00	None
$01/$29	A447	A454	9126	83D0	none	None	None	0000	0000	0000	0000	00	None
$01/$2A	A471	A47E	default	83D2	83D2	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$2A	A471	A47E	9162	83D2	83D2	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$2A	A471	A47E	916E	83D2	83D2	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$2A	A471	A47E	923A	83D2	83D2	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$2B	A4B1	A4BE	default	83D2	83D2	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$2B	A4B1	A4BE	914A	83D2	83D2	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$2C	A4DA	A4E7	default	83D2	83D2	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$2C	A4DA	A4E7	9156	83D2	83D2	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$2C	A4DA	A4E7	9192	83D2	83D2	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$2C	A4DA	A4E7	925E	83D2	83D2	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$2D	A521	A533	default	83E2	83E2	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$2D	A521	A533	917A	83E2	83E2	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$2D	A521	A533	91AA	83E2	83E2	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$2D	A521	A54D	default	83E2	83E2	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$2D	A521	A54D	917A	83E2	83E2	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$2D	A521	A54D	91AA	83E2	83E2	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$2E	A56B	A578	default	83F2	none	None	None	0000	0000	0000	0000	00	None
$01/$2E	A56B	A578	919E	83F2	none	None	None	0000	0000	0000	0000	00	None
$01/$2E	A56B	A578	91CE	83F2	none	None	None	0000	0000	0000	0000	00	None
$01/$2E	A56B	A578	920A	83F2	none	None	None	0000	0000	0000	0000	00	None
$01/$2F	A59F	A5B1	default	83F4	none	None	None	0000	0000	0000	0000	00	None
$01/$2F	A59F	A5B1	91B6	83F4	none	None	None	0000	0000	0000	0000	00	None
$01/$2F	A59F	A5B1	9252	83F4	none	None	None	0000	0000	0000	0000	00	None
$01/$2F	A59F	A5CB	default	83F4	none	None	None	0000	0000	0000	0000	00	None
$01/$2F	A59F	A5CB	91B6	83F4	none	None	None	0000	0000	0000	0000	00	None
$01/$2F	A59F	A5CB	9252	83F4	none	None	None	0000	0000	0000	0000	00	None
$00/$30	A5ED	A5FA	default	83F6	83F6	Fog	Fog	FFFF	FFFF	FFFF	0000	00	NonLiquidFx
$00/$30	A5ED	A5FA	8C52	83F6	83F6	Fog	Fog	FFFF	FFFF	FFFF	0000	00	NonLiquidFx
$00/$30	A5ED	A5FA	9216	83F6	83F6	Fog	Fog	FFFF	FFFF	FFFF	0000	00	NonLiquidFx
$01/$31	A618	A625	default	8406	none	None	None	0000	0000	0000	0000	00	None
$01/$31	A618	A625	904E	8406	none	None	None	0000	0000	0000	0000	00	None
$01/$32	A641	A64E	default	8408	none	None	None	0000	0000	0000	0000	00	None
$01/$32	A641	A64E	8F9A	8408	none	None	None	0000	0000	0000	0000	00	None
$01/$32	A641	A64E	91C2	8408	none	None	None	0000	0000	0000	0000	00	None
$00/$33	A66A	A677	default	840A	840A	TourianEntranceStatue	TourianEntranceStatue	00B0	00B0	01FF	0000	01	NonLiquidFx
$00/$33	A66A	A677	91F2	840A	840A	TourianEntranceStatue	TourianEntranceStatue	00B0	00B0	01FF	0000	01	NonLiquidFx
$00/$33	A66A	A677	A990	840A	840A	TourianEntranceStatue	TourianEntranceStatue	00B0	00B0	01FF	0000	01	NonLiquidFx
$01/$34	A6A1	A6AE	default	841A	841A	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$34	A6A1	A6AE	913E	841A	841A	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$34	A6A1	A6AE	92EE	841A	841A	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$34	A6A1	A6AE	A384	841A	841A	None	None	FFFF	FFFF	FFFF	0000	00	None
$01/$35	A6E2	A6EF	default	842A	none	None	None	0000	0000	0000	0000	00	None
$01/$35	A6E2	A6EF	91DA	842A	none	None	None	0000	0000	0000	0000	00	None
$01/$36	A70B	A718	default	842C	none	None	None	0000	0000	0000	0000	00	None
$01/$36	A70B	A718	9186	842C	none	None	None	0000	0000	0000	0000	00	None
$01/$37	A734	A741	default	842E	none	None	None	0000	0000	0000	0000	00	None
$01/$37	A734	A741	90D2	842E	none	None	None	0000	0000	0000	0000	00	None
$02/$00	A75D	A76A	default	8430	8430	Lava	Lava	00B8	00B8	FFFF	0000	0B	VisibleLavaOrAcid
$02/$00	A75D	A76A	931E	8430	8430	Lava	Lava	00B8	00B8	FFFF	0000	0B	VisibleLavaOrAcid
$02/$00	A75D	A76A	9366	8430	8430	Lava	Lava	00B8	00B8	FFFF	0000	0B	VisibleLavaOrAcid
$02/$01	A788	A795	default	8440	8440	Lava	Lava	01B1	01B1	FFFF	0000	0B	VisibleLavaOrAcid
$02/$01	A788	A795	92B2	8440	8440	Lava	Lava	01B1	01B1	FFFF	0000	0B	VisibleLavaOrAcid
$02/$01	A788	A795	9732	8440	8440	Lava	Lava	01B1	01B1	FFFF	0000	0B	VisibleLavaOrAcid
$02/$02	A7B3	A7C0	default	8450	8450	Lava	Lava	01D0	01D0	FFFF	0000	0B	VisibleLavaOrAcid
$02/$02	A7B3	A7C0	928E	8450	8450	Lava	Lava	01D0	01D0	FFFF	0000	0B	VisibleLavaOrAcid
$02/$02	A7B3	A7C0	92CA	8450	8450	Lava	Lava	01D0	01D0	FFFF	0000	0B	VisibleLavaOrAcid
$02/$03	A7DE	A7EB	default	8460	8460	Lava	Lava	FFFF	FFFF	FFFF	0000	00	HiddenLavaOrAcid
$02/$03	A7DE	A7EB	9246	8460	8460	Lava	Lava	FFFF	FFFF	FFFF	0000	00	HiddenLavaOrAcid
$02/$03	A7DE	A7EB	92A6	8460	8460	Lava	Lava	FFFF	FFFF	FFFF	0000	00	HiddenLavaOrAcid
$02/$03	A7DE	A7EB	932A	8460	8460	Lava	Lava	FFFF	FFFF	FFFF	0000	00	HiddenLavaOrAcid
$02/$03	A7DE	A7EB	9402	8460	8460	Lava	Lava	FFFF	FFFF	FFFF	0000	00	HiddenLavaOrAcid
$02/$03	A7DE	A7EB	941A	8460	8460	Lava	Lava	FFFF	FFFF	FFFF	0000	00	HiddenLavaOrAcid
$02/$03	A7DE	A7EB	97C2	8460	8460	Lava	Lava	FFFF	FFFF	FFFF	0000	00	HiddenLavaOrAcid
$02/$03	A7DE	A7EB	9816	8460	8460	Lava	Lava	FFFF	FFFF	FFFF	0000	00	HiddenLavaOrAcid
$02/$04	A815	A822	default	8470	8470	None	None	FFFF	FFFF	FFFF	0000	00	None
$02/$04	A815	A822	9276	8470	8470	None	None	FFFF	FFFF	FFFF	0000	00	None
$02/$04	A815	A822	92BE	8470	8470	None	None	FFFF	FFFF	FFFF	0000	00	None
$02/$04	A815	A822	934E	8470	8470	None	None	FFFF	FFFF	FFFF	0000	00	None
$02/$04	A815	A822	938A	8470	8470	None	None	FFFF	FFFF	FFFF	0000	00	None
$02/$05	A865	A872	default	8480	8480	Lava	Lava	00B2	00B2	FFFF	0000	0B	VisibleLavaOrAcid
$02/$05	A865	A872	9312	8480	8480	Lava	Lava	00B2	00B2	FFFF	0000	0B	VisibleLavaOrAcid
$02/$05	A865	A872	9372	8480	8480	Lava	Lava	00B2	00B2	FFFF	0000	0B	VisibleLavaOrAcid
$02/$06	A890	A89D	default	8490	8490	Lava	Lava	FFFF	FFFF	FFFF	0000	00	HiddenLavaOrAcid
$02/$06	A890	A89D	937E	8490	8490	Lava	Lava	FFFF	FFFF	FFFF	0000	00	HiddenLavaOrAcid
$02/$07	A8B9	A8C6	default	84A0	84A0	Lava	Lava	02B8	02B8	FFFF	0000	03	VisibleLavaOrAcid
$02/$07	A8B9	A8C6	9282	84A0	84A0	Lava	Lava	02B8	02B8	FFFF	0000	03	VisibleLavaOrAcid
$02/$07	A8B9	A8C6	9342	84A0	84A0	Lava	Lava	02B8	02B8	FFFF	0000	03	VisibleLavaOrAcid
$02/$07	A8B9	A8C6	935A	84A0	84A0	Lava	Lava	02B8	02B8	FFFF	0000	03	VisibleLavaOrAcid
$02/$08	A8F8	A905	default	84B0	84B0	Lava	Lava	FFFF	FFFF	FFFF	0000	03	HiddenLavaOrAcid
$02/$08	A8F8	A905	9336	84B0	84B0	Lava	Lava	FFFF	FFFF	FFFF	0000	03	HiddenLavaOrAcid
$02/$08	A8F8	A905	93A2	84B0	84B0	Lava	Lava	FFFF	FFFF	FFFF	0000	03	HiddenLavaOrAcid
$02/$09	A923	A930	default	84C0	84C0	Lava	Lava	FFFF	FFFF	FFFF	0000	0B	HiddenLavaOrAcid
$02/$09	A923	A930	9396	84C0	84C0	Lava	Lava	FFFF	FFFF	FFFF	0000	0B	HiddenLavaOrAcid
$02/$09	A923	A930	93EA	84C0	84C0	Lava	Lava	FFFF	FFFF	FFFF	0000	0B	HiddenLavaOrAcid
$02/$09	A923	A930	940E	84C0	84C0	Lava	Lava	FFFF	FFFF	FFFF	0000	0B	HiddenLavaOrAcid
$02/$09	A923	A930	974A	84C0	84C0	Lava	Lava	FFFF	FFFF	FFFF	0000	0B	HiddenLavaOrAcid
$02/$09	A923	A930	9822	84C0	84C0	Lava	Lava	FFFF	FFFF	FFFF	0000	0B	HiddenLavaOrAcid
$02/$0A	A98D	A99F	default	84D0	84D0	Acid	Acid	00C6	00C6	FFFF	0000	81	VisibleLavaOrAcid
$02/$0A	A98D	A99F	93D2	84D0	84D0	Acid	Acid	00C6	00C6	FFFF	0000	81	VisibleLavaOrAcid
$02/$0A	A98D	A99F	9432	84D0	84D0	Acid	Acid	00C6	00C6	FFFF	0000	81	VisibleLavaOrAcid
$02/$0A	A98D	A9B9	default	84D0	84D0	Acid	Acid	00C6	00C6	FFFF	0000	81	VisibleLavaOrAcid
$02/$0A	A98D	A9B9	93D2	84D0	84D0	Acid	Acid	00C6	00C6	FFFF	0000	81	VisibleLavaOrAcid
$02/$0A	A98D	A9B9	9432	84D0	84D0	Acid	Acid	00C6	00C6	FFFF	0000	81	VisibleLavaOrAcid
$02/$0B	A9E5	A9F2	default	84E0	84E0	Lava	Lava	FFFF	FFFF	FFFF	0000	01	HiddenLavaOrAcid
$02/$0B	A9E5	A9F2	9426	84E0	84E0	Lava	Lava	FFFF	FFFF	FFFF	0000	01	HiddenLavaOrAcid
$02/$0C	AA0E	AA1B	default	84F0	84F0	Lava	Lava	01B8	01B8	FFFF	0000	0B	VisibleLavaOrAcid
$02/$0C	AA0E	AA1B	92E2	84F0	84F0	Lava	Lava	01B8	01B8	FFFF	0000	0B	VisibleLavaOrAcid
$02/$0C	AA0E	AA1B	93AE	84F0	84F0	Lava	Lava	01B8	01B8	FFFF	0000	0B	VisibleLavaOrAcid
$02/$0D	AA41	AA4E	default	8500	8500	Lava	Lava	FFFF	FFFF	FFFF	0000	01	HiddenLavaOrAcid
$02/$0D	AA41	AA4E	92D6	8500	8500	Lava	Lava	FFFF	FFFF	FFFF	0000	01	HiddenLavaOrAcid
$02/$0D	AA41	AA4E	93F6	8500	8500	Lava	Lava	FFFF	FFFF	FFFF	0000	01	HiddenLavaOrAcid
$02/$0E	AA82	AA8F	default	8510	8510	None	None	FFFF	FFFF	FFFF	0000	03	None
$02/$0E	AA82	AA8F	93DE	8510	8510	None	None	FFFF	FFFF	FFFF	0000	03	None
$02/$0E	AA82	AA8F	9462	8510	8510	None	None	FFFF	FFFF	FFFF	0000	03	None
$02/$0E	AA82	AA8F	946E	8510	8510	None	None	FFFF	FFFF	FFFF	0000	03	None
$02/$0E	AA82	AA8F	947A	8510	8510	None	None	FFFF	FFFF	FFFF	0000	03	None
$02/$0F	AAB5	AAC2	default	8520	8520	Lava	Lava	FFFF	FFFF	FFFF	0000	01	HiddenLavaOrAcid
$02/$0F	AAB5	AAC2	9456	8520	8520	Lava	Lava	FFFF	FFFF	FFFF	0000	01	HiddenLavaOrAcid
$02/$10	AADE	AAEB	default	8530	8530	Lava	Lava	FFFF	FFFF	FFFF	0000	03	HiddenLavaOrAcid
$02/$10	AADE	AAEB	943E	8530	8530	Lava	Lava	FFFF	FFFF	FFFF	0000	03	HiddenLavaOrAcid
$02/$11	AB07	AB14	default	8540	8540	None	None	FFFF	FFFF	FFFF	0000	00	None
$02/$11	AB07	AB14	944A	8540	8540	None	None	FFFF	FFFF	FFFF	0000	00	None
$02/$11	AB07	AB14	94AA	8540	8540	None	None	FFFF	FFFF	FFFF	0000	00	None
$02/$11	AB07	AB14	94C2	8540	8540	None	None	FFFF	FFFF	FFFF	0000	00	None
$02/$11	AB07	AB14	94CE	8540	8540	None	None	FFFF	FFFF	FFFF	0000	00	None
$02/$12	AB3B	AB48	default	8550	8550	Acid	Acid	00C8	00C8	FFFF	0000	41	VisibleLavaOrAcid
$02/$12	AB3B	AB48	9492	8550	8550	Acid	Acid	00C8	00C8	FFFF	0000	41	VisibleLavaOrAcid
$02/$13	AB64	AB71	default	8560	8560	Water	Water	00B8	00B8	FFFF	0000	83	VisibleWater
$02/$13	AB64	AB71	9486	8560	8560	Water	Water	00B8	00B8	FFFF	0000	83	VisibleWater
$02/$13	AB64	AB71	94F2	8560	8560	Water	Water	00B8	00B8	FFFF	0000	83	VisibleWater
$02/$14	AB8F	AB9C	default	8570	8570	Acid	Acid	02B4	02B4	FFFF	0000	80	VisibleLavaOrAcid
$02/$14	AB8F	AB9C	949E	8570	8570	Acid	Acid	02B4	02B4	FFFF	0000	80	VisibleLavaOrAcid
$02/$14	AB8F	AB9C	9516	8570	8570	Acid	Acid	02B4	02B4	FFFF	0000	80	VisibleLavaOrAcid
$02/$15	ABD2	ABDF	default	8580	8580	None	None	FFFF	FFFF	FFFF	0000	00	None
$02/$15	ABD2	ABDF	94B6	8580	8580	None	None	FFFF	FFFF	FFFF	0000	00	None
$02/$15	ABD2	ABDF	950A	8580	8580	None	None	FFFF	FFFF	FFFF	0000	00	None
$02/$16	AC00	AC0D	default	8590	8590	Water	Water	00C0	00C0	FFFF	0000	83	VisibleWater
$02/$16	AC00	AC0D	94E6	8590	8590	Water	Water	00C0	00C0	FFFF	0000	83	VisibleWater
$02/$16	AC00	AC0D	9522	8590	8590	Water	Water	00C0	00C0	FFFF	0000	83	VisibleWater
$02/$17	AC2B	AC38	default	85A0	85A0	None	None	FFFF	FFFF	FFFF	0000	00	None
$02/$17	AC2B	AC38	94DA	85A0	85A0	None	None	FFFF	FFFF	FFFF	0000	00	None
$02/$17	AC2B	AC38	94FE	85A0	85A0	None	None	FFFF	FFFF	FFFF	0000	00	None
$02/$18	AC5A	AC67	default	85B0	85B0	Lava	Lava	00C7	00C7	FFFF	0000	0B	VisibleLavaOrAcid
$02/$18	AC5A	AC67	9546	85B0	85B0	Lava	Lava	00C7	00C7	FFFF	0000	0B	VisibleLavaOrAcid
$02/$19	AC83	AC90	default	85C0	85C0	Lava	Lava	00C6	00C6	FFFF	0000	0B	VisibleLavaOrAcid
$02/$19	AC83	AC90	952E	85C0	85C0	Lava	Lava	00C6	00C6	FFFF	0000	0B	VisibleLavaOrAcid
$02/$19	AC83	AC90	9552	85C0	85C0	Lava	Lava	00C6	00C6	FFFF	0000	0B	VisibleLavaOrAcid
$02/$1A	ACB3	ACC0	default	85D0	85D0	Lava	Lava	FFFF	FFFF	FFFF	0000	03	HiddenLavaOrAcid
$02/$1A	ACB3	ACC0	953A	85D0	85D0	Lava	Lava	FFFF	FFFF	FFFF	0000	03	HiddenLavaOrAcid
$02/$1A	ACB3	ACC0	95CA	85D0	85D0	Lava	Lava	FFFF	FFFF	FFFF	0000	03	HiddenLavaOrAcid
$02/$1A	ACB3	ACC0	96AE	85D0	85D0	Lava	Lava	FFFF	FFFF	FFFF	0000	03	HiddenLavaOrAcid
$02/$1A	ACB3	ACC0	971A	85D0	85D0	Lava	Lava	FFFF	FFFF	FFFF	0000	03	HiddenLavaOrAcid
$02/$1A	ACB3	ACC0	973E	85D0	85D0	Lava	Lava	FFFF	FFFF	FFFF	0000	03	HiddenLavaOrAcid
$02/$1A	ACB3	ACC0	97AA	85D0	85D0	Lava	Lava	FFFF	FFFF	FFFF	0000	03	HiddenLavaOrAcid
$02/$1A	ACB3	ACC0	97CE	85D0	85D0	Lava	Lava	FFFF	FFFF	FFFF	0000	03	HiddenLavaOrAcid
$02/$1B	ACF0	ACFD	default	85E0	85F0	Lava	Lava	01DA	01DA	FFFF	0000	0B	VisibleLavaOrAcid
$02/$1B	ACF0	ACFD	95BE	85E0	85E0	Lava	Lava	01DA	01DA	00B0	0000	0B	VisibleLavaOrAcid
$02/$1B	ACF0	ACFD	97B6	85E0	85F0	Lava	Lava	01DA	01DA	FFFF	0000	0B	VisibleLavaOrAcid
$02/$1C	AD1B	AD28	default	8600	8600	Lava	Lava	00DA	00DA	0000	0000	0B	VisibleLavaOrAcid
$02/$1C	AD1B	AD28	95B2	8600	8600	Lava	Lava	00DA	00DA	0000	0000	0B	VisibleLavaOrAcid
$02/$1D	AD5E	AD6B	default	8610	8610	Lava	Lava	FFFF	FFFF	FFFF	0000	03	HiddenLavaOrAcid
$02/$1D	AD5E	AD6B	9582	8610	8610	Lava	Lava	FFFF	FFFF	FFFF	0000	03	HiddenLavaOrAcid
$02/$1D	AD5E	AD6B	9606	8610	8610	Lava	Lava	FFFF	FFFF	FFFF	0000	03	HiddenLavaOrAcid
$02/$1D	AD5E	AD6B	9612	8610	8610	Lava	Lava	FFFF	FFFF	FFFF	0000	03	HiddenLavaOrAcid
$02/$1D	AD5E	AD6B	9636	8610	8610	Lava	Lava	FFFF	FFFF	FFFF	0000	03	HiddenLavaOrAcid
$02/$1D	AD5E	AD6B	9A4A	8610	8610	Lava	Lava	FFFF	FFFF	FFFF	0000	03	HiddenLavaOrAcid
$02/$1E	ADAD	ADBA	default	8620	8620	Lava	Lava	FFFF	FFFF	FFFF	0000	03	HiddenLavaOrAcid
$02/$1E	ADAD	ADBA	95D6	8620	8620	Lava	Lava	FFFF	FFFF	FFFF	0000	03	HiddenLavaOrAcid
$02/$1E	ADAD	ADBA	95E2	8620	8620	Lava	Lava	FFFF	FFFF	FFFF	0000	03	HiddenLavaOrAcid
$02/$1E	ADAD	ADBA	962A	8620	8620	Lava	Lava	FFFF	FFFF	FFFF	0000	03	HiddenLavaOrAcid
$02/$1F	ADDE	ADEB	default	8630	8630	Lava	Lava	FFFF	FFFF	FFFF	0000	01	HiddenLavaOrAcid
$02/$1F	ADDE	ADEB	961E	8630	8630	Lava	Lava	FFFF	FFFF	FFFF	0000	01	HiddenLavaOrAcid
$02/$20	AE07	AE14	default	8640	8640	Lava	Lava	00C0	00C0	FFFF	0000	03	VisibleLavaOrAcid
$02/$20	AE07	AE14	95EE	8640	8640	Lava	Lava	00C0	00C0	FFFF	0000	03	VisibleLavaOrAcid
$02/$20	AE07	AE14	964E	8640	8640	Lava	Lava	00C0	00C0	FFFF	0000	03	VisibleLavaOrAcid
$02/$21	AE32	AE3F	default	8650	8660	Lava	Lava	0268	0268	FFFF	0000	01	VisibleLavaOrAcid
$02/$21	AE32	AE3F	9642	8650	8660	Lava	Lava	0268	0268	FFFF	0000	01	VisibleLavaOrAcid
$02/$21	AE32	AE3F	9672	8650	8650	Lava	Lava	02E0	02E0	0260	FFF6	0B	VisibleLavaOrAcid
$02/$22	AE74	AE81	default	8670	8670	Lava	Lava	02D4	02D4	FFFF	0000	0B	VisibleLavaOrAcid
$02/$22	AE74	AE81	965A	8670	8670	Lava	Lava	02D4	02D4	FFFF	0000	0B	VisibleLavaOrAcid
$02/$22	AE74	AE81	96A2	8670	8670	Lava	Lava	02D4	02D4	FFFF	0000	0B	VisibleLavaOrAcid
$02/$22	AE74	AE81	96D2	8670	8670	Lava	Lava	02D4	02D4	FFFF	0000	0B	VisibleLavaOrAcid
$02/$22	AE74	AE81	977A	8670	8670	Lava	Lava	02D4	02D4	FFFF	0000	0B	VisibleLavaOrAcid
$02/$23	AEB4	AEC1	default	8680	8680	Lava	Lava	00BE	00BE	FFFF	0000	0B	VisibleLavaOrAcid
$02/$23	AEB4	AEC1	9666	8680	8680	Lava	Lava	00BE	00BE	FFFF	0000	0B	VisibleLavaOrAcid
$02/$23	AEB4	AEC1	96BA	8680	8680	Lava	Lava	00BE	00BE	FFFF	0000	0B	VisibleLavaOrAcid
$02/$24	AEDF	AEEC	default	8690	8690	Lava	Lava	FFFF	FFFF	FFFF	0000	03	HiddenLavaOrAcid
